,state,agi_stub,returns,agi,inc,wages,interest,dividends,business,capital_gains,s_corp,rent,year,total,top_01,top_05,top_10,top_50,agi_01,agi_05,agi_10,agi_50,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_50,total_sal_amt,sum_sal_01,sum_sal_05,sum_sal_10,sum_sal_50,total_int_amt,sum_int_01,sum_int_05,sum_int_10,sum_int_50,total_div_amt,sum_div_01,sum_div_05,sum_div_10,sum_div_50,total_businc_amt,sum_businc_01,sum_businc_05,sum_businc_10,sum_businc_50,total_cpgain_amt,sum_cpgain_01,sum_cpgain_05,sum_cpgain_10,sum_cpgain_50,total_scorp_amt,sum_scorp_01,sum_scorp_05,sum_scorp_10,sum_scorp_50,agi_stub_cat
110,FL,0,9226420,528156687,535457884,328394671,10299281,23412599,15776557,53616008,38502499,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
111,FL,1,189890,-22935878,-22712290,1646831,763447,524757,-552253,1244847,-4618643,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
112,FL,2,1530880,8527278,8847418,6148241,209250,236192,1484516,-71017,-28726,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
113,FL,3,2571570,43818965,44545211,33050269,491221,1068214,3598408,26170,258042,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
114,FL,4,2193370,78395408,79343209,62542026,699798,1384068,1803357,216783,878978,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
115,FL,5,1069120,65580260,66348703,47809598,676709,1220472,1256063,381735,1123298,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
116,FL,6,631550,54567137,55162317,38090597,586940,1100485,1036496,473937,1152239,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
117,FL,7,759660,101512421,102781267,68671332,1283120,2802871,2374219,1936873,3999473,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
118,FL,8,210200,60630205,61687832,34894527,1242498,2953152,2241255,3848179,7217386,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
119,FL,9,41770,28483665,28962004,12707908,762715,1877585,999541,3652570,6064075,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
120,FL,10,28420,109577226,110492213,22833340,3583583,10244803,1534954,41905931,22456377,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
121,GA,0,4335320,235414406,238257110,174746053,2059413,5405921,6197532,10176696,13814458,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
122,GA,1,66780,-5796983,-6153692,566398,107645,89612,-367924,245794,-1002712,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
123,GA,2,682770,3822057,3960212,3000427,53233,63451,552266,-4082,-16620,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
124,GA,3,1189110,20168972,20503012,16145197,139262,173855,1501436,26521,40901,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
125,GA,4,1017650,36426098,36842582,30863315,182064,266486,481044,77631,223406,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
126,GA,5,521290,31986149,32324687,25379633,190971,324104,462560,122150,323938,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
127,GA,6,317560,27462904,27731163,21268692,167645,322689,450210,165941,391781,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
128,GA,7,406650,54556192,55159785,41853684,370586,846385,1200097,659356,1595419,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
129,GA,8,107510,30580766,31100717,21297224,283749,845130,1159675,1204588,3273524,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
130,GA,9,17530,11830679,12077108,6582096,152951,499588,394478,1049559,2700983,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
131,GA,10,8470,24377573,24711537,7789387,411307,1974621,363691,6629237,6283838,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
132,HI,0,665320,36814360,37345847,25693038,353437,811808,1501567,1759512,1340244,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
133,HI,1,12890,-729429,-716443,76048,11821,14649,-39448,11853,-87601,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
134,HI,2,96820,488190,510648,374008,8891,13162,55821,-2069,-68,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
135,HI,3,140760,2456321,2503012,1911120,17979,27948,154544,2717,8493,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
136,HI,4,172130,6242683,6324999,5103459,32645,50310,183261,12398,28865,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
137,HI,5,93820,5764409,5830868,4338365,35255,65875,155623,22987,38361,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
138,HI,6,59260,5130009,5183978,3785662,32133,65514,139285,33659,46880,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
139,HI,7,72430,9600176,9717602,6822292,65592,153973,358917,163439,216239,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
140,HI,8,14420,4032350,4122333,2283360,43816,138046,334551,301192,369894,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
141,HI,9,1920,1280383,1304608,561839,22529,68363,95071,207084,215602,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
142,HI,10,850,2549267,2564242,436884,82777,213969,63942,1006252,503579,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
143,ID,0,679220,33823445,34446041,23567978,489257,791087,1068042,2160397,2568022,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
144,ID,1,14050,-1800556,-1780276,93070,62818,28398,-47698,143588,-276731,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
145,ID,2,108210,576839,598412,461058,13551,14522,45595,-1318,-605,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
146,ID,3,163600,2812376,2860391,2131324,34466,37246,156647,13325,14591,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
147,ID,4,169000,6093520,6185460,4813222,49595,53441,196332,33170,69036,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
148,ID,5,96450,5931618,6014203,4526113,48457,60054,142082,49472,98430,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
149,ID,6,56920,4909581,4976126,3659875,42358,55364,112258,61786,113755,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
150,ID,7,56580,7396270,7519836,5213282,78696,117379,214572,193849,414867,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
151,ID,8,11380,3257713,3342458,1722684,58016,101232,146002,256716,625727,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
152,ID,9,2020,1369718,1402203,510413,29071,53616,51558,200961,418401,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
153,ID,10,1020,3276368,3327228,436936,72229,269834,50695,1208847,1090550,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
154,IL,0,6077090,403120062,408900265,279560083,4583122,11491503,11795289,26224728,24258711,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
155,IL,1,80740,-7366430,-7280471,687737,152889,198383,-323928,638648,-1763878,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
156,IL,2,961030,4950141,5130354,3636356,96568,137041,671036,-18296,-23848,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
157,IL,3,1348600,23008106,23395670,16996651,221604,298779,1940452,42841,56781,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
158,IL,4,1363680,49416721,50034468,39813408,318993,503649,1257203,125891,283001,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
159,IL,5,821440,50613100,51183949,39487951,339438,621547,929441,212901,389716,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
160,IL,6,537820,46539786,47016981,35728491,316667,642263,832095,281618,462210,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
161,IL,7,717840,96566785,97709265,74183329,686315,1666295,2203159,1200899,1977235,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
162,IL,8,193730,55308106,56325756,38592698,535940,1688503,2080102,2464023,4394020,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
163,IL,9,33670,22815564,23336846,12858752,313714,1076090,786759,2209524,4338947,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
164,IL,10,18550,61268184,62047448,17574711,1600994,4658954,1418969,19066678,14144528,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
165,IN,0,3029600,157568594,159767355,114939024,1330186,2750925,4251682,5528914,9508931,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
166,IN,1,34820,-2080485,-2050835,201809,46227,48510,-126813,88569,-411462,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
167,IN,2,543540,2769000,2837764,2010870,51617,55219,212506,-12039,-6682,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
168,IN,3,701820,11947989,12108635,8780796,113089,120635,680958,20664,17594,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
169,IN,4,720870,26017872,26299173,20968742,149848,199940,603055,68806,112698,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
170,IN,5,415460,25603809,25867878,20335197,144872,225575,489834,114047,195953,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
171,IN,6,263290,22754730,22980902,18101967,122947,213630,421433,145171,259293,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
172,IN,7,281200,36837528,37288556,28864897,220462,477878,889305,512347,1127622,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
173,IN,8,54930,15652332,16014051,9869674,154585,426857,687691,775728,2242692,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
174,IN,9,9260,6259998,6412617,2960267,80713,246036,237715,602974,1780784,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
175,IN,10,4420,11805820,12008612,2844805,245825,736645,155999,3212647,4190438,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
176,IA,0,1426710,82730033,84335348,56312400,1000746,1670942,2218145,4002585,4981460,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
177,IA,1,16950,-1176769,-1150179,130360,22606,14492,-64969,83781,-210065,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
178,IA,2,209460,1103414,1145446,903320,25070,23144,77281,-40,-5465,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
179,IA,3,298780,5158812,5261813,3822533,84734,71022,247568,23609,12674,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
180,IA,4,351460,12770079,12989679,10082010,127409,121359,336876,70303,54550,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
181,IA,5,216670,13370706,13583507,10161778,126653,139777,314036,110191,108239,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
182,IA,6,142750,12344787,12539295,9284516,112122,138326,257225,132381,164787,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
183,IA,7,150840,19780232,20145558,14175961,190702,304819,515702,444417,661765,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
184,IA,8,32060,9175675,9428640,4944552,126046,281578,369989,754224,1166608,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
185,IA,9,5350,3610521,3689022,1528753,54206,153776,100848,591606,805986,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
186,IA,10,2400,6592574,6702568,1278615,131199,422649,63589,1792114,2222381,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
187,KS,0,1323740,78767293,80120379,53934152,883258,2375311,2407914,4151097,4944584,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
188,KS,1,17570,-1346296,-1328447,126937,36582,25438,-111641,75911,-303647,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
189,KS,2,218760,1102836,1139017,857670,26277,24814,70427,1902,-3235,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
190,KS,3,285950,4922510,5005839,3752720,58639,57980,242153,24245,4634,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
191,KS,4,314760,11376029,11539243,9169236,80353,99619,309215,56331,46135,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
192,KS,5,185900,11468793,11632080,8833391,85458,123748,289468,96926,85356,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
193,KS,6,119520,10345013,10487403,7899854,72663,121357,252497,109732,118827,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
194,KS,7,139920,18548662,18836244,13717722,135522,286169,571554,356919,582802,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
195,KS,8,32860,9359299,9579497,5632694,96516,276142,456797,527967,1161926,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
196,KS,9,5690,3851549,3934900,1884785,56788,183541,148497,415484,861856,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
197,KS,10,2820,9138897,9294603,2059144,234460,1176504,178947,2485680,2389930,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
198,KY,0,1879100,93338797,94591974,67687458,839475,2159162,2954271,3451415,4441623,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
199,KY,1,23930,-1604239,-1582092,148250,35083,28666,-91379,97053,-329187,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
200,KY,2,315420,1691080,1743039,1313218,33706,25925,190337,5437,-8252,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
201,KY,3,475870,8114829,8227998,6138419,74641,70333,532954,29718,15387,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
202,KY,4,458380,16488577,16662885,13211698,103487,114805,391595,69112,73332,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
203,KY,5,252900,15567568,15721416,12106659,98112,134999,304556,95783,122040,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
204,KY,6,155110,13388306,13514801,10356559,79346,128246,251462,108516,156713,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
205,KY,7,157980,20648859,20897858,15531749,138951,313649,548559,350294,666197,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
206,KY,8,31910,9122653,9329234,5661006,93465,308503,498896,485893,1269484,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
207,KY,9,5240,3519083,3595821,1698753,52110,173800,189715,364596,837892,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
208,KY,10,2360,6402080,6481014,1521147,130575,860237,137577,1845013,1638018,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
209,LA,0,2011770,110334415,111832372,77876879,1119827,2670932,4099329,4978446,9016941,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
210,LA,1,26000,-3235999,-3411308,272731,70135,106515,-327331,218487,-661205,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
211,LA,2,315590,1779767,1837335,1409351,23392,26688,229607,-905,-10899,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
212,LA,3,550680,9295149,9431953,7482994,60425,77609,634116,13547,8805,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
213,LA,4,467240,16821724,17008266,14026248,93735,120610,332419,49143,73848,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
214,LA,5,246830,15166660,15328467,12124938,93014,130924,336908,74518,129818,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
215,LA,6,153510,13284560,13419306,10572955,77983,119436,311114,91003,185837,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
216,LA,7,193400,25695427,26016492,19895936,166592,311064,882312,360579,856515,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
217,LA,8,45710,13101968,13445409,7444775,153319,353078,1063667,593724,2110701,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
218,LA,9,8270,5627340,5766017,2230060,89644,232681,333938,538313,1735835,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
219,LA,10,4550,12797820,12990435,2416892,291589,1192326,302580,3040037,4587687,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
220,ME,0,631380,32436809,33011379,22779316,325984,835579,1331291,1482746,1469123,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
221,ME,1,9430,-408590,-400323,54068,14276,10958,-43476,20041,-93805,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
222,ME,2,100980,522331,541997,402221,9609,15208,55862,-1446,-2696,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
223,ME,3,146880,2537783,2590277,1842757,28046,39335,188808,9622,5574,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
224,ME,4,158760,5726403,5823070,4436064,42154,69170,244829,31935,32368,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
225,ME,5,91460,5623870,5710685,4261785,39861,77377,193980,48493,51381,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
226,ME,6,54820,4725591,4792028,3587643,34767,75625,141938,57419,62388,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
227,ME,7,54940,7195324,7315928,5242016,59590,173603,266831,188173,246496,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
228,ME,8,11550,3291876,3370575,1995201,40315,149820,174332,254704,375252,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
229,ME,9,1770,1187682,1211891,550315,17783,81255,58704,187824,218995,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
230,ME,10,800,2034538,2055250,407246,39584,143228,49482,685981,573170,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
231,MD,0,2860930,204384291,207123357,149275313,1775547,4387026,6181856,7877256,11063816,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
232,MD,1,32030,-2539187,-2499791,297890,62899,56428,-179671,146139,-625824,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
233,MD,2,393020,2020407,2097133,1558577,30007,48878,290376,-5522,-8912,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
234,MD,3,541790,9300627,9466325,7008430,72714,106302,718253,12512,17485,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
235,MD,4,641070,23386797,23661482,19302063,123558,186501,474297,38460,86566,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
236,MD,5,403860,24873956,25130566,19651474,147885,254354,406577,71422,140038,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
237,MD,6,274300,23791272,24002876,18577857,147314,274235,409464,113693,166332,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000 under $100,000"
238,MD,7,431800,58949233,59529599,46798357,345759,821611,1328416,534030,870189,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000 under $200,000"
239,MD,8,120470,33308854,33874080,24250503,271045,804817,1551193,1045934,2269602,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,000 under $500,000"
240,MD,9,15130,10201984,10468788,5540619,126874,413372,510718,873462,2320460,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,000 under $1,000,000"
241,MD,10,7460,21090347,21392299,6289543,447493,1420529,672234,5047127,5827881,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000 or more"
242,MA,0,3264490,260735756,264725271,177006071,3090153,8051012,9716579,21804823,16974475,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No AGI Stub
243,MA,1,42210,-2911046,-2849371,319875,72595,90805,-99179,95881,-648648,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under $1
244,MA,2,494760,2473223,2566856,1903765,51802,82197,241647,-12877,-12542,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1 under $10,000"
245,MA,3,605360,10369770,10576619,7486891,114350,180590,802757,21900,18891,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000 under $25,000"
246,MA,4,723500,26433643,26867116,21081759,181347,298489,1068011,75505,97927,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000 under $50,000"
247,MA,5,454100,27938281,28325076,21688379,197751,374198,910655,135093,160434,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000 under $75,000"
