,state,year,agi_stub,income_type,amount
20613,AZ,2014,10,wages,"4,116,322"
20614,AR,2014,0,wages,"44,711,476"
20615,AR,2014,1,wages,"108,326"
20616,AR,2014,2,wages,"821,444"
20617,AR,2014,3,wages,"4,325,111"
20618,AR,2014,4,wages,"8,835,084"
20619,AR,2014,5,wages,"7,426,010"
20620,AR,2014,6,wages,"6,104,286"
20621,AR,2014,7,wages,"10,228,433"
20622,AR,2014,8,wages,"4,492,287"
20623,AR,2014,9,wages,"1,258,158"
20624,AR,2014,10,wages,"1,112,337"
20625,CA,2014,0,wages,"885,261,574"
20626,CA,2014,1,wages,"2,453,159"
20627,CA,2014,2,wages,"9,608,281"
20628,CA,2014,3,wages,"52,147,527"
20629,CA,2014,4,wages,"117,478,780"
20630,CA,2014,5,wages,"106,105,217"
20631,CA,2014,6,wages,"92,188,553"
20632,CA,2014,7,wages,"226,780,741"
20633,CA,2014,8,wages,"155,169,469"
20634,CA,2014,9,wages,"48,061,555"
20635,CA,2014,10,wages,"75,268,292"
20636,CO,2014,0,wages,"123,714,955"
20637,CO,2014,1,wages,"337,902"
20638,CO,2014,2,wages,"1,408,091"
20639,CO,2014,3,wages,"6,822,802"
20640,CO,2014,4,wages,"18,053,221"
20641,CO,2014,5,wages,"17,102,502"
20642,CO,2014,6,wages,"15,434,443"
20643,CO,2014,7,wages,"34,938,760"
20644,CO,2014,8,wages,"18,906,888"
20645,CO,2014,9,wages,"4,953,455"
20646,CO,2014,10,wages,"5,756,891"
20647,CT,2014,0,wages,"107,583,742"
20648,CT,2014,1,wages,"173,255"
20649,CT,2014,2,wages,"947,733"
20650,CT,2014,3,wages,"3,989,359"
20651,CT,2014,4,wages,"10,583,524"
20652,CT,2014,5,wages,"11,222,930"
20653,CT,2014,6,wages,"10,689,106"
20654,CT,2014,7,wages,"27,919,834"
20655,CT,2014,8,wages,"18,768,826"
20656,CT,2014,9,wages,"7,746,275"
20657,CT,2014,10,wages,"15,542,900"
20658,DE,2014,0,wages,"19,276,789"
20659,DE,2014,1,wages,"27,531"
20660,DE,2014,2,wages,"264,667"
20661,DE,2014,3,wages,"1,228,106"
20662,DE,2014,4,wages,"2,988,456"
20663,DE,2014,5,wages,"2,818,671"
20664,DE,2014,6,wages,"2,555,963"
20665,DE,2014,7,wages,"5,686,923"
20666,DE,2014,8,wages,"2,452,112"
20667,DE,2014,9,wages,"636,494"
20668,DE,2014,10,wages,"617,866"
20669,DC,2014,0,wages,"20,647,341"
20670,DC,2014,1,wages,"39,133"
20671,DC,2014,2,wages,"160,210"
20672,DC,2014,3,wages,"828,298"
20673,DC,2014,4,wages,"2,550,805"
20674,DC,2014,5,wages,"2,771,629"
20675,DC,2014,6,wages,"2,287,379"
20676,DC,2014,7,wages,"5,033,939"
20677,DC,2014,8,wages,"4,249,452"
20678,DC,2014,9,wages,"1,181,378"
20679,DC,2014,10,wages,"1,545,118"
20680,FL,2014,0,wages,"353,844,943"
20681,FL,2014,1,wages,"1,464,775"
20682,FL,2014,2,wages,"5,838,034"
20683,FL,2014,3,wages,"32,970,528"
20684,FL,2014,4,wages,"65,627,281"
20685,FL,2014,5,wages,"50,180,546"
20686,FL,2014,6,wages,"40,157,057"
20687,FL,2014,7,wages,"76,789,117"
20688,FL,2014,8,wages,"41,906,635"
20689,FL,2014,9,wages,"14,787,165"
20690,FL,2014,10,wages,"24,123,805"
20691,GA,2014,0,wages,"185,713,145"
20692,GA,2014,1,wages,"525,488"
20693,GA,2014,2,wages,"2,965,335"
20694,GA,2014,3,wages,"15,720,779"
20695,GA,2014,4,wages,"31,315,469"
20696,GA,2014,5,wages,"26,078,123"
20697,GA,2014,6,wages,"21,869,336"
20698,GA,2014,7,wages,"45,870,671"
20699,GA,2014,8,wages,"25,231,927"
20700,GA,2014,9,wages,"7,405,120"
20701,GA,2014,10,wages,"8,730,897"
20702,HI,2014,0,wages,"27,633,762"
20703,HI,2014,1,wages,"66,898"
20704,HI,2014,2,wages,"353,628"
20705,HI,2014,3,wages,"1,876,176"
20706,HI,2014,4,wages,"5,316,669"
20707,HI,2014,5,wages,"4,558,556"
20708,HI,2014,6,wages,"3,978,660"
20709,HI,2014,7,wages,"7,704,512"
20710,HI,2014,8,wages,"2,743,765"
20711,HI,2014,9,wages,"593,403"
20712,HI,2014,10,wages,"441,495"
20713,ID,2014,0,wages,"25,789,776"
20714,ID,2014,1,wages,"85,233"
20715,ID,2014,2,wages,"450,921"
20716,ID,2014,3,wages,"2,175,787"
20717,ID,2014,4,wages,"5,008,384"
20718,ID,2014,5,wages,"4,656,834"
20719,ID,2014,6,wages,"3,919,773"
20720,ID,2014,7,wages,"6,010,314"
20721,ID,2014,8,wages,"2,246,208"
20722,ID,2014,9,wages,"627,580"
20723,ID,2014,10,wages,"608,742"
20724,IL,2014,0,wages,"294,320,794"
20725,IL,2014,1,wages,"626,998"
20726,IL,2014,2,wages,"3,673,029"
20727,IL,2014,3,wages,"16,941,890"
20728,IL,2014,4,wages,"40,208,178"
20729,IL,2014,5,wages,"39,701,027"
20730,IL,2014,6,wages,"36,400,405"
20731,IL,2014,7,wages,"80,392,035"
20732,IL,2014,8,wages,"44,629,471"
20733,IL,2014,9,wages,"14,328,507"
20734,IL,2014,10,wages,"17,419,254"
20735,IN,2014,0,wages,"121,516,212"
20736,IN,2014,1,wages,"208,170"
20737,IN,2014,2,wages,"2,018,901"
20738,IN,2014,3,wages,"8,811,691"
20739,IN,2014,4,wages,"21,692,756"
20740,IN,2014,5,wages,"20,584,889"
20741,IN,2014,6,wages,"18,718,577"
20742,IN,2014,7,wages,"31,783,585"
20743,IN,2014,8,wages,"11,530,257"
20744,IN,2014,9,wages,"3,287,369"
20745,IN,2014,10,wages,"2,880,017"
20746,IA,2014,0,wages,"59,698,959"
20747,IA,2014,1,wages,"150,586"
20748,IA,2014,2,wages,"878,070"
20749,IA,2014,3,wages,"3,752,258"
20750,IA,2014,4,wages,"10,299,017"
20751,IA,2014,5,wages,"10,165,316"
20752,IA,2014,6,wages,"9,592,465"
20753,IA,2014,7,wages,"16,304,455"
20754,IA,2014,8,wages,"5,708,225"
20755,IA,2014,9,wages,"1,626,389"
20756,IA,2014,10,wages,"1,222,178"
20757,KS,2014,0,wages,"56,749,142"
20758,KS,2014,1,wages,"136,190"
20759,KS,2014,2,wages,"832,447"
20760,KS,2014,3,wages,"3,699,173"
20761,KS,2014,4,wages,"9,441,376"
20762,KS,2014,5,wages,"8,906,205"
20763,KS,2014,6,wages,"8,108,967"
20764,KS,2014,7,wages,"15,127,547"
20765,KS,2014,8,wages,"6,497,151"
20766,KS,2014,9,wages,"1,977,142"
20767,KS,2014,10,wages,"2,022,944"
20768,KY,2014,0,wages,"70,830,515"
20769,KY,2014,1,wages,"149,544"
20770,KY,2014,2,wages,"1,315,224"
20771,KY,2014,3,wages,"6,055,991"
20772,KY,2014,4,wages,"13,498,366"
20773,KY,2014,5,wages,"12,061,564"
20774,KY,2014,6,wages,"10,589,546"
20775,KY,2014,7,wages,"17,261,110"
20776,KY,2014,8,wages,"6,588,034"
20777,KY,2014,9,wages,"1,870,514"
20778,KY,2014,10,wages,"1,440,622"
20779,LA,2014,0,wages,"81,449,173"
20780,LA,2014,1,wages,"225,760"
20781,LA,2014,2,wages,"1,312,052"
20782,LA,2014,3,wages,"7,321,275"
20783,LA,2014,4,wages,"14,137,725"
20784,LA,2014,5,wages,"12,269,698"
20785,LA,2014,6,wages,"10,723,055"
20786,LA,2014,7,wages,"22,231,396"
20787,LA,2014,8,wages,"8,898,196"
20788,LA,2014,9,wages,"2,325,393"
20789,LA,2014,10,wages,"2,004,623"
20790,ME,2014,0,wages,"23,906,164"
20791,ME,2014,1,wages,"47,403"
20792,ME,2014,2,wages,"393,611"
20793,ME,2014,3,wages,"1,825,733"
20794,ME,2014,4,wages,"4,465,659"
20795,ME,2014,5,wages,"4,212,562"
20796,ME,2014,6,wages,"3,655,491"
20797,ME,2014,7,wages,"5,926,442"
20798,ME,2014,8,wages,"2,368,712"
20799,ME,2014,9,wages,"581,415"
20800,ME,2014,10,wages,"429,136"
20801,MD,2014,0,wages,"154,747,176"
20802,MD,2014,1,wages,"278,824"
20803,MD,2014,2,wages,"1,573,171"
20804,MD,2014,3,wages,"7,140,026"
20805,MD,2014,4,wages,"19,376,159"
20806,MD,2014,5,wages,"19,747,507"
20807,MD,2014,6,wages,"18,742,842"
20808,MD,2014,7,wages,"48,719,238"
20809,MD,2014,8,wages,"26,890,447"
20810,MD,2014,9,wages,"6,160,890"
20811,MD,2014,10,wages,"6,118,072"
20812,MA,2014,0,wages,"192,763,133"
20813,MA,2014,1,wages,"287,122"
20814,MA,2014,2,wages,"1,907,362"
20815,MA,2014,3,wages,"7,555,196"
20816,MA,2014,4,wages,"21,457,995"
20817,MA,2014,5,wages,"22,131,502"
20818,MA,2014,6,wages,"20,125,601"
20819,MA,2014,7,wages,"54,644,978"
20820,MA,2014,8,wages,"37,080,924"
20821,MA,2014,9,wages,"11,797,553"
20822,MA,2014,10,wages,"15,774,900"
20823,MI,2014,0,wages,"185,493,492"
20824,MI,2014,1,wages,"361,721"
20825,MI,2014,2,wages,"3,005,938"
20826,MI,2014,3,wages,"12,731,583"
20827,MI,2014,4,wages,"28,032,432"
20828,MI,2014,5,wages,"28,056,119"
20829,MI,2014,6,wages,"25,926,382"
20830,MI,2014,7,wages,"51,836,839"
20831,MI,2014,8,wages,"22,408,072"
20832,MI,2014,9,wages,"6,706,451"
20833,MI,2014,10,wages,"6,427,955"
20834,MN,2014,0,wages,"130,729,542"
20835,MN,2014,1,wages,"244,069"
20836,MN,2014,2,wages,"1,613,600"
20837,MN,2014,3,wages,"6,442,632"
20838,MN,2014,4,wages,"18,130,749"
20839,MN,2014,5,wages,"18,244,132"
20840,MN,2014,6,wages,"17,802,139"
20841,MN,2014,7,wages,"38,158,513"
20842,MN,2014,8,wages,"18,718,932"
20843,MN,2014,9,wages,"5,724,692"
20844,MN,2014,10,wages,"5,650,084"
20845,MS,2014,0,wages,"42,624,522"
20846,MS,2014,1,wages,"100,895"
20847,MS,2014,2,wages,"860,026"
20848,MS,2014,3,wages,"5,191,395"
20849,MS,2014,4,wages,"9,160,706"
20850,MS,2014,5,wages,"6,988,296"
20851,MS,2014,6,wages,"5,738,878"
20852,MS,2014,7,wages,"9,538,053"
20853,MS,2014,8,wages,"3,524,714"
20854,MS,2014,9,wages,"934,662"
20855,MS,2014,10,wages,"586,897"
20856,MO,2014,0,wages,"109,752,146"
20857,MO,2014,1,wages,"234,828"
20858,MO,2014,2,wages,"1,786,003"
20859,MO,2014,3,wages,"8,289,578"
20860,MO,2014,4,wages,"19,185,059"
20861,MO,2014,5,wages,"17,670,278"
20862,MO,2014,6,wages,"15,550,496"
20863,MO,2014,7,wages,"27,740,878"
20864,MO,2014,8,wages,"11,875,747"
20865,MO,2014,9,wages,"3,651,142"
20866,MO,2014,10,wages,"3,768,137"
20867,MT,2014,0,wages,"17,220,344"
20868,MT,2014,1,wages,"55,651"
20869,MT,2014,2,wages,"322,784"
20870,MT,2014,3,wages,"1,456,545"
20871,MT,2014,4,wages,"3,154,086"
20872,MT,2014,5,wages,"2,956,924"
20873,MT,2014,6,wages,"2,712,827"
20874,MT,2014,7,wages,"4,312,109"
20875,MT,2014,8,wages,"1,510,712"
20876,MT,2014,9,wages,"419,258"
20877,MT,2014,10,wages,"319,448"
20878,NE,2014,0,wages,"37,616,103"
20879,NE,2014,1,wages,"86,385"
20880,NE,2014,2,wages,"559,115"
20881,NE,2014,3,wages,"2,514,512"
20882,NE,2014,4,wages,"6,605,852"
20883,NE,2014,5,wages,"6,101,604"
20884,NE,2014,6,wages,"5,694,755"
20885,NE,2014,7,wages,"9,967,743"
20886,NE,2014,8,wages,"3,706,853"
20887,NE,2014,9,wages,"1,133,358"
20888,NE,2014,10,wages,"1,245,926"
20889,NV,2014,0,wages,"52,147,040"
20890,NV,2014,1,wages,"189,355"
20891,NV,2014,2,wages,"706,920"
20892,NV,2014,3,wages,"4,461,557"
20893,NV,2014,4,wages,"10,835,005"
20894,NV,2014,5,wages,"8,527,635"
20895,NV,2014,6,wages,"6,762,368"
20896,NV,2014,7,wages,"12,068,762"
20897,NV,2014,8,wages,"4,856,040"
20898,NV,2014,9,wages,"1,479,102"
20899,NV,2014,10,wages,"2,260,296"
20900,NH,2014,0,wages,"34,142,082"
20901,NH,2014,1,wages,"60,489"
20902,NH,2014,2,wages,"402,293"
20903,NH,2014,3,wages,"1,619,965"
20904,NH,2014,4,wages,"4,534,182"
20905,NH,2014,5,wages,"4,592,099"
20906,NH,2014,6,wages,"4,474,459"
20907,NH,2014,7,wages,"10,555,251"
20908,NH,2014,8,wages,"5,133,435"
20909,NH,2014,9,wages,"1,213,092"
20910,NH,2014,10,wages,"1,556,817"
20911,NJ,2014,0,wages,"254,812,343"
20912,NJ,2014,1,wages,"517,881"
20913,NJ,2014,2,wages,"2,408,471"
20914,NJ,2014,3,wages,"10,627,589"
20915,NJ,2014,4,wages,"25,921,517"
20916,NJ,2014,5,wages,"27,122,920"
20917,NJ,2014,6,wages,"25,446,020"
20918,NJ,2014,7,wages,"71,847,994"
20919,NJ,2014,8,wages,"52,112,402"
20920,NJ,2014,9,wages,"17,172,856"
20921,NJ,2014,10,wages,"21,634,693"
20922,NM,2014,0,wages,"31,733,167"
20923,NM,2014,1,wages,"81,000"
20924,NM,2014,2,wages,"604,241"
20925,NM,2014,3,wages,"3,116,096"
20926,NM,2014,4,wages,"6,378,265"
20927,NM,2014,5,wages,"5,178,692"
20928,NM,2014,6,wages,"4,402,827"
20929,NM,2014,7,wages,"7,896,571"
20930,NM,2014,8,wages,"3,000,538"
20931,NM,2014,9,wages,"612,198"
20932,NM,2014,10,wages,"462,739"
20933,NY,2014,0,wages,"493,018,630"
20934,NY,2014,1,wages,"1,236,049"
20935,NY,2014,2,wages,"5,563,497"
20936,NY,2014,3,wages,"26,027,871"
20937,NY,2014,4,wages,"62,039,852"
20938,NY,2014,5,wages,"60,623,750"
20939,NY,2014,6,wages,"53,204,672"
20940,NY,2014,7,wages,"119,997,455"
20941,NY,2014,8,wages,"74,561,864"
20942,NY,2014,9,wages,"28,892,365"
20943,NY,2014,10,wages,"60,871,255"
20944,NC,2014,0,wages,"177,723,833"
20945,NC,2014,1,wages,"388,780"
20946,NC,2014,2,wages,"2,831,458"
20947,NC,2014,3,wages,"14,435,623"
20948,NC,2014,4,wages,"32,060,913"
20949,NC,2014,5,wages,"26,083,636"
20950,NC,2014,6,wages,"22,426,506"
20951,NC,2014,7,wages,"43,414,359"
20952,NC,2014,8,wages,"22,850,633"
20953,NC,2014,9,wages,"6,788,702"
20954,NC,2014,10,wages,"6,443,223"
20955,ND,2014,0,wages,"16,997,024"
20956,ND,2014,1,wages,"46,247"
20957,ND,2014,2,wages,"208,444"
20958,ND,2014,3,wages,"936,476"
20959,ND,2014,4,wages,"2,703,185"
20960,ND,2014,5,wages,"2,542,042"
20961,ND,2014,6,wages,"2,670,673"
20962,ND,2014,7,wages,"5,127,389"
20963,ND,2014,8,wages,"1,761,826"
20964,ND,2014,9,wages,"561,740"
20965,ND,2014,10,wages,"439,002"
20966,OH,2014,0,wages,"222,067,947"
20967,OH,2014,1,wages,"345,142"
20968,OH,2014,2,wages,"3,523,847"
20969,OH,2014,3,wages,"16,021,686"
20970,OH,2014,4,wages,"40,225,319"
20971,OH,2014,5,wages,"37,051,881"
20972,OH,2014,6,wages,"31,983,449"
20973,OH,2014,7,wages,"54,517,618"
20974,OH,2014,8,wages,"23,630,748"
20975,OH,2014,9,wages,"7,655,043"
20976,OH,2014,10,wages,"7,113,214"
20977,OK,2014,0,wages,"66,239,827"
20978,OK,2014,1,wages,"192,159"
20979,OK,2014,2,wages,"1,019,051"
20980,OK,2014,3,wages,"5,050,116"
20981,OK,2014,4,wages,"12,231,214"
20982,OK,2014,5,wages,"10,859,916"
20983,OK,2014,6,wages,"9,374,316"
20984,OK,2014,7,wages,"16,380,178"
20985,OK,2014,8,wages,"7,008,356"
20986,OK,2014,9,wages,"2,095,562"
20987,OK,2014,10,wages,"2,028,959"
20988,OR,2014,0,wages,"74,166,997"
20989,OR,2014,1,wages,"178,136"
20990,OR,2014,2,wages,"1,068,293"
20991,OR,2014,3,wages,"5,218,030"
20992,OR,2014,4,wages,"12,220,471"
20993,OR,2014,5,wages,"11,608,702"
20994,OR,2014,6,wages,"10,396,552"
20995,OR,2014,7,wages,"19,834,721"
20996,OR,2014,8,wages,"9,144,121"
20997,OR,2014,9,wages,"2,367,824"
20998,OR,2014,10,wages,"2,130,147"
20999,PA,2014,0,wages,"274,161,023"
21000,PA,2014,1,wages,"405,591"
21001,PA,2014,2,wages,"3,686,737"
21002,PA,2014,3,wages,"15,475,763"
21003,PA,2014,4,wages,"40,545,946"
21004,PA,2014,5,wages,"40,208,775"
21005,PA,2014,6,wages,"36,877,884"
21006,PA,2014,7,wages,"74,276,352"
21007,PA,2014,8,wages,"37,798,122"
21008,PA,2014,9,wages,"11,709,051"
21009,PA,2014,10,wages,"13,176,802"
21010,RI,2014,0,wages,"22,967,012"
21011,RI,2014,1,wages,"38,136"
21012,RI,2014,2,wages,"328,529"
21013,RI,2014,3,wages,"1,487,453"
21014,RI,2014,4,wages,"3,561,384"
21015,RI,2014,5,wages,"3,403,211"
21016,RI,2014,6,wages,"3,008,442"
21017,RI,2014,7,wages,"6,629,991"
21018,RI,2014,8,wages,"2,879,980"
21019,RI,2014,9,wages,"791,448"
21020,RI,2014,10,wages,"838,438"
21021,SC,2014,0,wages,"77,823,301"
21022,SC,2014,1,wages,"182,135"
21023,SC,2014,2,wages,"1,455,617"
21024,SC,2014,3,wages,"7,413,088"
21025,SC,2014,4,wages,"15,334,538"
21026,SC,2014,5,wages,"12,105,625"
21027,SC,2014,6,wages,"10,286,309"
21028,SC,2014,7,wages,"18,773,377"
21029,SC,2014,8,wages,"8,040,224"
21030,SC,2014,9,wages,"2,313,640"
21031,SC,2014,10,wages,"1,918,748"
21032,SD,2014,0,wages,"15,404,940"
21033,SD,2014,1,wages,"59,116"
21034,SD,2014,2,wages,"276,481"
21035,SD,2014,3,wages,"1,120,359"
21036,SD,2014,4,wages,"3,008,711"
21037,SD,2014,5,wages,"2,631,140"
21038,SD,2014,6,wages,"2,469,323"
21039,SD,2014,7,wages,"3,522,379"
21040,SD,2014,8,wages,"1,333,085"
21041,SD,2014,9,wages,"510,838"
21042,SD,2014,10,wages,"473,508"
21043,TN,2014,0,wages,"115,643,031"
21044,TN,2014,1,wages,"247,529"
21045,TN,2014,2,wages,"1,929,325"
21046,TN,2014,3,wages,"9,948,481"
21047,TN,2014,4,wages,"21,747,148"
21048,TN,2014,5,wages,"18,204,245"
21049,TN,2014,6,wages,"15,008,505"
21050,TN,2014,7,wages,"25,997,669"
21051,TN,2014,8,wages,"12,453,883"
21052,TN,2014,9,wages,"4,212,869"
21053,TN,2014,10,wages,"5,893,377"
21054,TX,2014,0,wages,"565,844,172"
21055,TX,2014,1,wages,"1,276,557"
21056,TX,2014,2,wages,"7,493,004"
21057,TX,2014,3,wages,"39,883,622"
21058,TX,2014,4,wages,"89,434,290"
21059,TX,2014,5,wages,"76,610,931"
21060,TX,2014,6,wages,"65,701,753"
21061,TX,2014,7,wages,"143,606,851"
21062,TX,2014,8,wages,"82,735,309"
21063,TX,2014,9,wages,"26,038,866"
21064,TX,2014,10,wages,"33,062,989"
21065,UT,2014,0,wages,"54,051,103"
21066,UT,2014,1,wages,"156,774"
21067,UT,2014,2,wages,"798,458"
21068,UT,2014,3,wages,"3,633,888"
21069,UT,2014,4,wages,"8,870,305"
21070,UT,2014,5,wages,"9,240,134"
21071,UT,2014,6,wages,"8,333,723"
21072,UT,2014,7,wages,"14,275,273"
21073,UT,2014,8,wages,"5,538,604"
21074,UT,2014,9,wages,"1,509,281"
21075,UT,2014,10,wages,"1,694,663"
21076,VT,2014,0,wages,"12,652,108"
21077,VT,2014,1,wages,"28,060"
21078,VT,2014,2,wages,"188,642"
21079,VT,2014,3,wages,"822,312"
21080,VT,2014,4,wages,"2,339,467"
21081,VT,2014,5,wages,"2,098,975"
21082,VT,2014,6,wages,"1,908,730"
21083,VT,2014,7,wages,"3,309,651"
21084,VT,2014,8,wages,"1,293,974"
21085,VT,2014,9,wages,"313,161"
21086,VT,2014,10,wages,"349,136"
21087,VA,2014,0,wages,"200,380,286"
21088,VA,2014,1,wages,"402,305"
21089,VA,2014,2,wages,"2,243,468"
21090,VA,2014,3,wages,"10,510,712"
21091,VA,2014,4,wages,"25,995,585"
21092,VA,2014,5,wages,"25,175,196"
21093,VA,2014,6,wages,"23,995,806"
21094,VA,2014,7,wages,"59,990,514"
21095,VA,2014,8,wages,"36,320,572"
21096,VA,2014,9,wages,"7,886,545"
21097,VA,2014,10,wages,"7,859,583"
21098,WA,2014,0,wages,"169,551,046"
21099,WA,2014,1,wages,"368,987"
21100,WA,2014,2,wages,"1,733,666"
21101,WA,2014,3,wages,"8,469,137"
21102,WA,2014,4,wages,"22,838,756"
21103,WA,2014,5,wages,"22,877,373"
21104,WA,2014,6,wages,"21,671,476"
21105,WA,2014,7,wages,"50,674,876"
21106,WA,2014,8,wages,"26,373,904"
21107,WA,2014,9,wages,"6,720,057"
21108,WA,2014,10,wages,"7,822,814"
21109,WV,2014,0,wages,"28,230,537"
21110,WV,2014,1,wages,"43,077"
21111,WV,2014,2,wages,"525,605"
21112,WV,2014,3,wages,"2,397,488"
21113,WV,2014,4,wages,"5,106,150"
21114,WV,2014,5,wages,"5,188,793"
21115,WV,2014,6,wages,"4,753,807"
21116,WV,2014,7,wages,"7,225,825"
21117,WV,2014,8,wages,"2,140,332"
21118,WV,2014,9,wages,"556,918"
21119,WV,2014,10,wages,"292,542"
21120,WI,2014,0,wages,"118,654,480"
21121,WI,2014,1,wages,"229,544"
21122,WI,2014,2,wages,"1,743,585"
21123,WI,2014,3,wages,"7,318,777"
21124,WI,2014,4,wages,"19,388,578"
21125,WI,2014,5,wages,"19,216,769"
21126,WI,2014,6,wages,"18,269,531"
21127,WI,2014,7,wages,"32,437,732"
21128,WI,2014,8,wages,"12,406,755"
21129,WI,2014,9,wages,"3,952,184"
21130,WI,2014,10,wages,"3,691,025"
21131,WY,2014,0,wages,"12,705,407"
21132,WY,2014,1,wages,"32,379"
21133,WY,2014,2,wages,"165,974"
21134,WY,2014,3,wages,"702,288"
21135,WY,2014,4,wages,"1,800,999"
21136,WY,2014,5,wages,"2,055,641"
21137,WY,2014,6,wages,"2,156,878"
21138,WY,2014,7,wages,"3,955,111"
21139,WY,2014,8,wages,"1,103,280"
21140,WY,2014,9,wages,"263,300"
21141,WY,2014,10,wages,"469,557"
21142,OA,2014,0,wages,"55,364,348"
21143,OA,2014,1,wages,"3,864,194"
21144,OA,2014,2,wages,"4,228,685"
21145,OA,2014,3,wages,"3,123,511"
21146,OA,2014,4,wages,"5,006,121"
21147,OA,2014,5,wages,"4,115,313"
21148,OA,2014,6,wages,"3,426,289"
21149,OA,2014,7,wages,"7,750,700"
21150,OA,2014,8,wages,"8,552,152"
21151,OA,2014,9,wages,"5,546,930"
21152,OA,2014,10,wages,"9,750,453"
21153,US,2015,0,wages,"7,070,643,171"
21154,US,2015,1,wages,"19,921,960"
21155,US,2015,2,wages,"92,032,303"
21156,US,2015,3,wages,"437,317,925"
21157,US,2015,4,wages,"1,042,823,500"
21158,US,2015,5,wages,"950,489,076"
21159,US,2015,6,wages,"844,295,870"
21160,US,2015,7,wages,"1,860,123,716"
21161,US,2015,8,wages,"1,054,742,777"
21162,US,2015,9,wages,"326,732,235"
21163,US,2015,10,wages,"442,163,809"
21164,AL,2015,0,wages,"80,343,912"
21165,AL,2015,1,wages,"172,160"
21166,AL,2015,2,wages,"1,286,143"
21167,AL,2015,3,wages,"7,364,425"
21168,AL,2015,4,wages,"14,639,799"
21169,AL,2015,5,wages,"12,367,742"
21170,AL,2015,6,wages,"10,892,315"
21171,AL,2015,7,wages,"20,954,166"
21172,AL,2015,8,wages,"8,275,196"
21173,AL,2015,9,wages,"2,402,147"
21174,AL,2015,10,wages,"1,989,819"
21175,AK,2015,0,wages,"17,646,819"
21176,AK,2015,1,wages,"33,670"
21177,AK,2015,2,wages,"148,117"
21178,AK,2015,3,wages,"801,949"
21179,AK,2015,4,wages,"2,400,885"
21180,AK,2015,5,wages,"2,509,546"
21181,AK,2015,6,wages,"2,413,115"
21182,AK,2015,7,wages,"5,966,043"
21183,AK,2015,8,wages,"2,488,308"
21184,AK,2015,9,wages,"525,748"
21185,AK,2015,10,wages,"359,438"
21186,AZ,2015,0,wages,"120,495,639"
21187,AZ,2015,1,wages,"325,612"
21188,AZ,2015,2,wages,"1,596,169"
21189,AZ,2015,3,wages,"9,314,045"
21190,AZ,2015,4,wages,"21,508,545"
21191,AZ,2015,5,wages,"17,515,473"
21192,AZ,2015,6,wages,"15,140,836"
21193,AZ,2015,7,wages,"30,681,753"
21194,AZ,2015,8,wages,"15,564,806"
21195,AZ,2015,9,wages,"4,213,390"
21196,AZ,2015,10,wages,"4,635,010"
21197,AR,2015,0,wages,"46,043,904"
21198,AR,2015,1,wages,"119,631"
21199,AR,2015,2,wages,"811,792"
21200,AR,2015,3,wages,"4,328,216"
21201,AR,2015,4,wages,"8,933,981"
21202,AR,2015,5,wages,"7,505,779"
21203,AR,2015,6,wages,"6,139,637"
21204,AR,2015,7,wages,"10,797,091"
21205,AR,2015,8,wages,"4,841,812"
21206,AR,2015,9,wages,"1,411,286"
21207,AR,2015,10,wages,"1,154,679"
21208,CA,2015,0,wages,"950,334,958"
21209,CA,2015,1,wages,"2,327,313"
21210,CA,2015,2,wages,"9,450,085"
21211,CA,2015,3,wages,"52,050,353"
21212,CA,2015,4,wages,"121,595,555"
21213,CA,2015,5,wages,"109,703,016"
21214,CA,2015,6,wages,"96,186,635"
21215,CA,2015,7,wages,"242,858,123"
21216,CA,2015,8,wages,"175,814,887"
21217,CA,2015,9,wages,"54,251,094"
21218,CA,2015,10,wages,"86,097,897"
21219,CO,2015,0,wages,"130,372,275"
21220,CO,2015,1,wages,"328,397"
21221,CO,2015,2,wages,"1,420,252"
21222,CO,2015,3,wages,"6,776,078"
21223,CO,2015,4,wages,"18,673,978"
21224,CO,2015,5,wages,"17,606,059"
21225,CO,2015,6,wages,"15,811,346"
21226,CO,2015,7,wages,"37,249,572"
21227,CO,2015,8,wages,"21,055,204"
21228,CO,2015,9,wages,"5,511,256"
21229,CO,2015,10,wages,"5,940,133"
21230,CT,2015,0,wages,"111,714,997"
21231,CT,2015,1,wages,"185,327"
21232,CT,2015,2,wages,"942,264"
21233,CT,2015,3,wages,"3,988,221"
21234,CT,2015,4,wages,"10,715,183"
21235,CT,2015,5,wages,"11,366,327"
21236,CT,2015,6,wages,"10,699,483"
21237,CT,2015,7,wages,"28,748,889"
21238,CT,2015,8,wages,"20,128,252"
21239,CT,2015,9,wages,"8,281,975"
21240,CT,2015,10,wages,"16,659,076"
21241,DE,2015,0,wages,"20,032,968"
21242,DE,2015,1,wages,"31,302"
21243,DE,2015,2,wages,"262,499"
21244,DE,2015,3,wages,"1,231,581"
21245,DE,2015,4,wages,"3,069,097"
21246,DE,2015,5,wages,"2,865,604"
21247,DE,2015,6,wages,"2,605,090"
21248,DE,2015,7,wages,"5,948,377"
21249,DE,2015,8,wages,"2,670,583"
21250,DE,2015,9,wages,"662,131"
21251,DE,2015,10,wages,"686,704"
21252,DC,2015,0,wages,"22,124,736"
21253,DC,2015,1,wages,"42,753"
21254,DC,2015,2,wages,"159,048"
21255,DC,2015,3,wages,"820,754"
21256,DC,2015,4,wages,"2,574,658"
21257,DC,2015,5,wages,"2,915,517"
