,state,year,agi_stub,income_type,amount
55453,LA,2018,2,s_corp,"-12,152"
55454,LA,2018,3,s_corp,"5,778"
55455,LA,2018,4,s_corp,"44,354"
55456,LA,2018,5,s_corp,"102,945"
55457,LA,2018,6,s_corp,"109,698"
55458,LA,2018,7,s_corp,"795,174"
55459,LA,2018,8,s_corp,"2,042,732"
55460,LA,2018,9,s_corp,"1,841,740"
55461,LA,2018,10,s_corp,"4,095,270"
55462,ME,2018,0,s_corp,"1,890,968"
55463,ME,2018,1,s_corp,"-83,713"
55464,ME,2018,2,s_corp,"-3,672"
55465,ME,2018,3,s_corp,"3,370"
55466,ME,2018,4,s_corp,"30,533"
55467,ME,2018,5,s_corp,"53,873"
55468,ME,2018,6,s_corp,"69,111"
55469,ME,2018,7,s_corp,"297,235"
55470,ME,2018,8,s_corp,"558,126"
55471,ME,2018,9,s_corp,"351,323"
55472,ME,2018,10,s_corp,"614,782"
55473,MD,2018,0,s_corp,"13,655,776"
55474,MD,2018,1,s_corp,"-560,464"
55475,MD,2018,2,s_corp,"-14,620"
55476,MD,2018,3,s_corp,"12,017"
55477,MD,2018,4,s_corp,"80,601"
55478,MD,2018,5,s_corp,"135,134"
55479,MD,2018,6,s_corp,"176,474"
55480,MD,2018,7,s_corp,"868,265"
55481,MD,2018,8,s_corp,"2,678,621"
55482,MD,2018,9,s_corp,"2,827,753"
55483,MD,2018,10,s_corp,"7,451,995"
55484,MA,2018,0,s_corp,"21,544,980"
55485,MA,2018,1,s_corp,"-779,187"
55486,MA,2018,2,s_corp,"-15,127"
55487,MA,2018,3,s_corp,"11,940"
55488,MA,2018,4,s_corp,"99,813"
55489,MA,2018,5,s_corp,"184,024"
55490,MA,2018,6,s_corp,"244,247"
55491,MA,2018,7,s_corp,"1,178,693"
55492,MA,2018,8,s_corp,"3,389,669"
55493,MA,2018,9,s_corp,"3,441,331"
55494,MA,2018,10,s_corp,"13,789,577"
55495,MI,2018,0,s_corp,"17,489,919"
55496,MI,2018,1,s_corp,"-1,181,873"
55497,MI,2018,2,s_corp,"-21,870"
55498,MI,2018,3,s_corp,"32,297"
55499,MI,2018,4,s_corp,"163,540"
55500,MI,2018,5,s_corp,"273,653"
55501,MI,2018,6,s_corp,"306,922"
55502,MI,2018,7,s_corp,"1,604,727"
55503,MI,2018,8,s_corp,"3,627,046"
55504,MI,2018,9,s_corp,"3,169,429"
55505,MI,2018,10,s_corp,"9,516,048"
55506,MN,2018,0,s_corp,"13,529,265"
55507,MN,2018,1,s_corp,"-679,482"
55508,MN,2018,2,s_corp,"-11,851"
55509,MN,2018,3,s_corp,"17,024"
55510,MN,2018,4,s_corp,"99,984"
55511,MN,2018,5,s_corp,"208,979"
55512,MN,2018,6,s_corp,"281,678"
55513,MN,2018,7,s_corp,"1,455,835"
55514,MN,2018,8,s_corp,"3,141,097"
55515,MN,2018,9,s_corp,"2,402,734"
55516,MN,2018,10,s_corp,"6,613,267"
55517,MS,2018,0,s_corp,"3,267,190"
55518,MS,2018,1,s_corp,"-236,400"
55519,MS,2018,2,s_corp,"-9,386"
55520,MS,2018,3,s_corp,"6,097"
55521,MS,2018,4,s_corp,"31,801"
55522,MS,2018,5,s_corp,"50,182"
55523,MS,2018,6,s_corp,"74,894"
55524,MS,2018,7,s_corp,"396,963"
55525,MS,2018,8,s_corp,"933,654"
55526,MS,2018,9,s_corp,"698,730"
55527,MS,2018,10,s_corp,"1,320,655"
55528,MO,2018,0,s_corp,"10,436,564"
55529,MO,2018,1,s_corp,"-602,859"
55530,MO,2018,2,s_corp,"-16,426"
55531,MO,2018,3,s_corp,"14,293"
55532,MO,2018,4,s_corp,"89,656"
55533,MO,2018,5,s_corp,"151,407"
55534,MO,2018,6,s_corp,"208,142"
55535,MO,2018,7,s_corp,"976,545"
55536,MO,2018,8,s_corp,"2,181,864"
55537,MO,2018,9,s_corp,"1,810,502"
55538,MO,2018,10,s_corp,"5,623,440"
55539,MT,2018,0,s_corp,"2,511,811"
55540,MT,2018,1,s_corp,"-200,387"
55541,MT,2018,2,s_corp,"-5,465"
55542,MT,2018,3,s_corp,"1,811"
55543,MT,2018,4,s_corp,"30,689"
55544,MT,2018,5,s_corp,"69,666"
55545,MT,2018,6,s_corp,"95,168"
55546,MT,2018,7,s_corp,"396,583"
55547,MT,2018,8,s_corp,"742,404"
55548,MT,2018,9,s_corp,"440,153"
55549,MT,2018,10,s_corp,"941,189"
55550,NE,2018,0,s_corp,"3,957,688"
55551,NE,2018,1,s_corp,"-291,506"
55552,NE,2018,2,s_corp,"-7,805"
55553,NE,2018,3,s_corp,"1,676"
55554,NE,2018,4,s_corp,"28,210"
55555,NE,2018,5,s_corp,"74,555"
55556,NE,2018,6,s_corp,"109,145"
55557,NE,2018,7,s_corp,"525,447"
55558,NE,2018,8,s_corp,"1,038,031"
55559,NE,2018,9,s_corp,"694,447"
55560,NE,2018,10,s_corp,"1,785,488"
55561,NV,2018,0,s_corp,"6,701,366"
55562,NV,2018,1,s_corp,"-833,432"
55563,NV,2018,2,s_corp,"-14,171"
55564,NV,2018,3,s_corp,"3,494"
55565,NV,2018,4,s_corp,"53,636"
55566,NV,2018,5,s_corp,"91,971"
55567,NV,2018,6,s_corp,"118,031"
55568,NV,2018,7,s_corp,"518,713"
55569,NV,2018,8,s_corp,"1,278,228"
55570,NV,2018,9,s_corp,"1,104,690"
55571,NV,2018,10,s_corp,"4,380,206"
55572,NH,2018,0,s_corp,"1,843,250"
55573,NH,2018,1,s_corp,"-126,301"
55574,NH,2018,2,s_corp,-815
55575,NH,2018,3,s_corp,"3,211"
55576,NH,2018,4,s_corp,"15,523"
55577,NH,2018,5,s_corp,"30,392"
55578,NH,2018,6,s_corp,"43,157"
55579,NH,2018,7,s_corp,"198,590"
55580,NH,2018,8,s_corp,"461,243"
55581,NH,2018,9,s_corp,"364,391"
55582,NH,2018,10,s_corp,"853,859"
55583,NJ,2018,0,s_corp,"23,741,102"
55584,NJ,2018,1,s_corp,"-1,452,706"
55585,NJ,2018,2,s_corp,"-17,622"
55586,NJ,2018,3,s_corp,"37,119"
55587,NJ,2018,4,s_corp,"192,383"
55588,NJ,2018,5,s_corp,"280,355"
55589,NJ,2018,6,s_corp,"340,389"
55590,NJ,2018,7,s_corp,"1,701,291"
55591,NJ,2018,8,s_corp,"4,731,745"
55592,NJ,2018,9,s_corp,"4,722,454"
55593,NJ,2018,10,s_corp,"13,205,694"
55594,NM,2018,0,s_corp,"2,060,382"
55595,NM,2018,1,s_corp,"-246,700"
55596,NM,2018,2,s_corp,"-4,514"
55597,NM,2018,3,s_corp,"2,760"
55598,NM,2018,4,s_corp,"30,983"
55599,NM,2018,5,s_corp,"48,915"
55600,NM,2018,6,s_corp,"59,167"
55601,NM,2018,7,s_corp,"271,540"
55602,NM,2018,8,s_corp,"593,782"
55603,NM,2018,9,s_corp,"451,086"
55604,NM,2018,10,s_corp,"853,363"
55605,NY,2018,0,s_corp,"56,276,522"
55606,NY,2018,1,s_corp,"-6,265,084"
55607,NY,2018,2,s_corp,"-56,726"
55608,NY,2018,3,s_corp,"50,659"
55609,NY,2018,4,s_corp,"342,618"
55610,NY,2018,5,s_corp,"486,807"
55611,NY,2018,6,s_corp,"641,538"
55612,NY,2018,7,s_corp,"3,037,094"
55613,NY,2018,8,s_corp,"8,233,512"
55614,NY,2018,9,s_corp,"8,689,212"
55615,NY,2018,10,s_corp,"41,116,892"
55616,NC,2018,0,s_corp,"16,995,361"
55617,NC,2018,1,s_corp,"-1,143,067"
55618,NC,2018,2,s_corp,"-23,886"
55619,NC,2018,3,s_corp,"24,673"
55620,NC,2018,4,s_corp,"185,683"
55621,NC,2018,5,s_corp,"305,857"
55622,NC,2018,6,s_corp,"377,158"
55623,NC,2018,7,s_corp,"1,822,419"
55624,NC,2018,8,s_corp,"4,420,975"
55625,NC,2018,9,s_corp,"3,442,117"
55626,NC,2018,10,s_corp,"7,583,432"
55627,ND,2018,0,s_corp,"1,843,560"
55628,ND,2018,1,s_corp,"-128,621"
55629,ND,2018,2,s_corp,"-3,164"
55630,ND,2018,3,s_corp,"-1,173"
55631,ND,2018,4,s_corp,"9,521"
55632,ND,2018,5,s_corp,"25,854"
55633,ND,2018,6,s_corp,"42,321"
55634,ND,2018,7,s_corp,"226,130"
55635,ND,2018,8,s_corp,"490,685"
55636,ND,2018,9,s_corp,"347,972"
55637,ND,2018,10,s_corp,"834,035"
55638,OH,2018,0,s_corp,"17,728,090"
55639,OH,2018,1,s_corp,"-1,025,618"
55640,OH,2018,2,s_corp,"-21,377"
55641,OH,2018,3,s_corp,"8,422"
55642,OH,2018,4,s_corp,"161,267"
55643,OH,2018,5,s_corp,"282,845"
55644,OH,2018,6,s_corp,"372,324"
55645,OH,2018,7,s_corp,"1,777,600"
55646,OH,2018,8,s_corp,"4,183,153"
55647,OH,2018,9,s_corp,"3,474,258"
55648,OH,2018,10,s_corp,"8,515,216"
55649,OK,2018,0,s_corp,"5,478,292"
55650,OK,2018,1,s_corp,"-614,276"
55651,OK,2018,2,s_corp,"-12,198"
55652,OK,2018,3,s_corp,"7,380"
55653,OK,2018,4,s_corp,"54,265"
55654,OK,2018,5,s_corp,"110,733"
55655,OK,2018,6,s_corp,"151,426"
55656,OK,2018,7,s_corp,"699,360"
55657,OK,2018,8,s_corp,"1,420,114"
55658,OK,2018,9,s_corp,"1,086,498"
55659,OK,2018,10,s_corp,"2,574,990"
55660,OR,2018,0,s_corp,"8,780,025"
55661,OR,2018,1,s_corp,"-410,136"
55662,OR,2018,2,s_corp,"-7,719"
55663,OR,2018,3,s_corp,"16,307"
55664,OR,2018,4,s_corp,"101,443"
55665,OR,2018,5,s_corp,"174,027"
55666,OR,2018,6,s_corp,"225,689"
55667,OR,2018,7,s_corp,"1,118,856"
55668,OR,2018,8,s_corp,"2,429,655"
55669,OR,2018,9,s_corp,"1,680,082"
55670,OR,2018,10,s_corp,"3,451,821"
55671,PA,2018,0,s_corp,"20,300,102"
55672,PA,2018,1,s_corp,"-1,288,134"
55673,PA,2018,2,s_corp,"-24,614"
55674,PA,2018,3,s_corp,"32,311"
55675,PA,2018,4,s_corp,"237,782"
55676,PA,2018,5,s_corp,"363,813"
55677,PA,2018,6,s_corp,"417,310"
55678,PA,2018,7,s_corp,"1,979,105"
55679,PA,2018,8,s_corp,"4,913,655"
55680,PA,2018,9,s_corp,"4,378,217"
55681,PA,2018,10,s_corp,"9,290,657"
55682,RI,2018,0,s_corp,"1,818,460"
55683,RI,2018,1,s_corp,"-84,292"
55684,RI,2018,2,s_corp,"-2,016"
55685,RI,2018,3,s_corp,"2,159"
55686,RI,2018,4,s_corp,"15,859"
55687,RI,2018,5,s_corp,"29,448"
55688,RI,2018,6,s_corp,"35,213"
55689,RI,2018,7,s_corp,"185,258"
55690,RI,2018,8,s_corp,"411,390"
55691,RI,2018,9,s_corp,"361,284"
55692,RI,2018,10,s_corp,"864,157"
55693,SC,2018,0,s_corp,"8,527,061"
55694,SC,2018,1,s_corp,"-413,137"
55695,SC,2018,2,s_corp,"-11,075"
55696,SC,2018,3,s_corp,"15,574"
55697,SC,2018,4,s_corp,"79,719"
55698,SC,2018,5,s_corp,"143,245"
55699,SC,2018,6,s_corp,"195,884"
55700,SC,2018,7,s_corp,"894,582"
55701,SC,2018,8,s_corp,"2,061,786"
55702,SC,2018,9,s_corp,"1,606,562"
55703,SC,2018,10,s_corp,"3,953,921"
55704,SD,2018,0,s_corp,"2,415,541"
55705,SD,2018,1,s_corp,"-170,379"
55706,SD,2018,2,s_corp,"-3,628"
55707,SD,2018,3,s_corp,"-3,465"
55708,SD,2018,4,s_corp,"16,778"
55709,SD,2018,5,s_corp,"29,863"
55710,SD,2018,6,s_corp,"52,306"
55711,SD,2018,7,s_corp,"267,542"
55712,SD,2018,8,s_corp,"565,746"
55713,SD,2018,9,s_corp,"428,634"
55714,SD,2018,10,s_corp,"1,232,144"
55715,TN,2018,0,s_corp,"8,352,870"
55716,TN,2018,1,s_corp,"-764,522"
55717,TN,2018,2,s_corp,"-11,014"
55718,TN,2018,3,s_corp,"8,129"
55719,TN,2018,4,s_corp,"80,830"
55720,TN,2018,5,s_corp,"127,238"
55721,TN,2018,6,s_corp,"174,082"
55722,TN,2018,7,s_corp,"784,149"
55723,TN,2018,8,s_corp,"1,975,195"
55724,TN,2018,9,s_corp,"1,617,718"
55725,TN,2018,10,s_corp,"4,361,065"
55726,TX,2018,0,s_corp,"48,769,257"
55727,TX,2018,1,s_corp,"-5,764,170"
55728,TX,2018,2,s_corp,"-99,019"
55729,TX,2018,3,s_corp,"-19,742"
55730,TX,2018,4,s_corp,"231,143"
55731,TX,2018,5,s_corp,"511,597"
55732,TX,2018,6,s_corp,"705,788"
55733,TX,2018,7,s_corp,"3,628,396"
55734,TX,2018,8,s_corp,"10,131,747"
55735,TX,2018,9,s_corp,"9,928,264"
55736,TX,2018,10,s_corp,"29,515,253"
55737,UT,2018,0,s_corp,"8,219,256"
55738,UT,2018,1,s_corp,"-601,991"
55739,UT,2018,2,s_corp,"-8,648"
55740,UT,2018,3,s_corp,"17,861"
55741,UT,2018,4,s_corp,"104,514"
55742,UT,2018,5,s_corp,"200,620"
55743,UT,2018,6,s_corp,"276,685"
55744,UT,2018,7,s_corp,"1,154,005"
55745,UT,2018,8,s_corp,"2,143,557"
55746,UT,2018,9,s_corp,"1,351,758"
55747,UT,2018,10,s_corp,"3,580,895"
55748,VT,2018,0,s_corp,"989,052"
55749,VT,2018,1,s_corp,"-60,572"
55750,VT,2018,2,s_corp,"-1,470"
55751,VT,2018,3,s_corp,"2,540"
55752,VT,2018,4,s_corp,"12,821"
55753,VT,2018,5,s_corp,"23,941"
55754,VT,2018,6,s_corp,"28,424"
55755,VT,2018,7,s_corp,"140,942"
55756,VT,2018,8,s_corp,"275,286"
55757,VT,2018,9,s_corp,"158,767"
55758,VT,2018,10,s_corp,"408,373"
55759,VA,2018,0,s_corp,"18,327,377"
55760,VA,2018,1,s_corp,"-930,346"
55761,VA,2018,2,s_corp,"-15,805"
55762,VA,2018,3,s_corp,"13,801"
55763,VA,2018,4,s_corp,"137,105"
55764,VA,2018,5,s_corp,"225,364"
55765,VA,2018,6,s_corp,"266,765"
55766,VA,2018,7,s_corp,"1,307,303"
55767,VA,2018,8,s_corp,"3,768,183"
55768,VA,2018,9,s_corp,"3,661,806"
55769,VA,2018,10,s_corp,"9,893,201"
55770,WA,2018,0,s_corp,"17,330,396"
55771,WA,2018,1,s_corp,"-997,061"
55772,WA,2018,2,s_corp,"-24,675"
55773,WA,2018,3,s_corp,"16,215"
55774,WA,2018,4,s_corp,"130,118"
55775,WA,2018,5,s_corp,"262,665"
55776,WA,2018,6,s_corp,"355,973"
55777,WA,2018,7,s_corp,"1,751,218"
55778,WA,2018,8,s_corp,"4,265,884"
55779,WA,2018,9,s_corp,"3,366,636"
55780,WA,2018,10,s_corp,"8,203,423"
55781,WV,2018,0,s_corp,"1,471,707"
55782,WV,2018,1,s_corp,"-97,147"
55783,WV,2018,2,s_corp,"-1,225"
55784,WV,2018,3,s_corp,"1,743"
55785,WV,2018,4,s_corp,"13,979"
55786,WV,2018,5,s_corp,"23,239"
55787,WV,2018,6,s_corp,"30,838"
55788,WV,2018,7,s_corp,"167,477"
55789,WV,2018,8,s_corp,"443,215"
55790,WV,2018,9,s_corp,"314,330"
55791,WV,2018,10,s_corp,"575,258"
55792,WI,2018,0,s_corp,"11,865,907"
55793,WI,2018,1,s_corp,"-617,569"
55794,WI,2018,2,s_corp,"-8,139"
55795,WI,2018,3,s_corp,"14,295"
55796,WI,2018,4,s_corp,"82,415"
55797,WI,2018,5,s_corp,"133,932"
55798,WI,2018,6,s_corp,"172,081"
55799,WI,2018,7,s_corp,"1,001,254"
55800,WI,2018,8,s_corp,"2,320,990"
55801,WI,2018,9,s_corp,"1,904,309"
55802,WI,2018,10,s_corp,"6,862,339"
55803,WY,2018,0,s_corp,"1,623,490"
55804,WY,2018,1,s_corp,"-164,421"
55805,WY,2018,2,s_corp,"-4,798"
55806,WY,2018,3,s_corp,-130
55807,WY,2018,4,s_corp,"8,769"
55808,WY,2018,5,s_corp,"15,126"
55809,WY,2018,6,s_corp,"27,161"
55810,WY,2018,7,s_corp,"173,251"
55811,WY,2018,8,s_corp,"386,160"
55812,WY,2018,9,s_corp,"246,893"
55813,WY,2018,10,s_corp,"935,479"
55814,OA,2018,0,s_corp,"2,689,388"
55815,OA,2018,1,s_corp,"-175,292"
55816,OA,2018,2,s_corp,"9,398"
55817,OA,2018,3,s_corp,"11,387"
55818,OA,2018,4,s_corp,"23,258"
55819,OA,2018,5,s_corp,"21,407"
55820,OA,2018,6,s_corp,"25,828"
55821,OA,2018,7,s_corp,"89,339"
55822,OA,2018,8,s_corp,"208,962"
55823,OA,2018,9,s_corp,"349,287"
55824,OA,2018,10,s_corp,"2,125,814"
55825,PR,2018,0,s_corp,"246,726"
55826,PR,2018,1,s_corp,"-46,122"
55827,PR,2018,2,s_corp,"1,393"
55828,PR,2018,3,s_corp,"2,148"
55829,PR,2018,4,s_corp,"1,923"
55830,PR,2018,5,s_corp,"1,826"
55831,PR,2018,6,s_corp,"1,307"
55832,PR,2018,7,s_corp,"2,649"
55833,PR,2018,8,s_corp,"17,529"
55834,PR,2018,9,s_corp,"17,240"
55835,PR,2018,10,s_corp,"246,833"
55836,US,2019,0,s_corp,"686,307,920"
55837,US,2019,1,s_corp,"-70,789,064"
55838,US,2019,2,s_corp,"-801,550"
55839,US,2019,3,s_corp,"1,057,859"
55840,US,2019,4,s_corp,"6,251,202"
55841,US,2019,5,s_corp,"10,058,578"
55842,US,2019,6,s_corp,"12,756,886"
55843,US,2019,7,s_corp,"60,959,047"
55844,US,2019,8,s_corp,"151,015,312"
55845,US,2019,9,s_corp,"134,991,411"
55846,US,2019,10,s_corp,"380,808,239"
55847,AL,2019,0,s_corp,"7,111,651"
55848,AL,2019,1,s_corp,"-586,190"
55849,AL,2019,2,s_corp,"-9,940"
55850,AL,2019,3,s_corp,"3,186"
55851,AL,2019,4,s_corp,"42,971"
55852,AL,2019,5,s_corp,"89,281"
55853,AL,2019,6,s_corp,"126,031"
55854,AL,2019,7,s_corp,"657,668"
55855,AL,2019,8,s_corp,"1,709,643"
55856,AL,2019,9,s_corp,"1,518,636"
55857,AL,2019,10,s_corp,"3,560,365"
55858,AK,2019,0,s_corp,"1,429,233"
55859,AK,2019,1,s_corp,"-144,624"
55860,AK,2019,2,s_corp,"-3,266"
55861,AK,2019,3,s_corp,395
55862,AK,2019,4,s_corp,"10,674"
55863,AK,2019,5,s_corp,"17,922"
55864,AK,2019,6,s_corp,"30,964"
55865,AK,2019,7,s_corp,"144,138"
55866,AK,2019,8,s_corp,"377,747"
55867,AK,2019,9,s_corp,"328,775"
55868,AK,2019,10,s_corp,"666,508"
55869,AZ,2019,0,s_corp,"12,431,220"
55870,AZ,2019,1,s_corp,"-1,268,482"
55871,AZ,2019,2,s_corp,"-16,817"
55872,AZ,2019,3,s_corp,"9,374"
55873,AZ,2019,4,s_corp,"126,569"
55874,AZ,2019,5,s_corp,"227,461"
55875,AZ,2019,6,s_corp,"285,557"
55876,AZ,2019,7,s_corp,"1,381,609"
55877,AZ,2019,8,s_corp,"3,114,354"
55878,AZ,2019,9,s_corp,"2,561,224"
55879,AZ,2019,10,s_corp,"6,010,371"
55880,AR,2019,0,s_corp,"3,549,315"
55881,AR,2019,1,s_corp,"-411,572"
55882,AR,2019,2,s_corp,"-8,229"
55883,AR,2019,3,s_corp,"4,698"
55884,AR,2019,4,s_corp,"49,315"
55885,AR,2019,5,s_corp,"81,000"
55886,AR,2019,6,s_corp,"113,167"
55887,AR,2019,7,s_corp,"532,521"
55888,AR,2019,8,s_corp,"1,096,315"
55889,AR,2019,9,s_corp,"746,332"
55890,AR,2019,10,s_corp,"1,345,768"
55891,CA,2019,0,s_corp,"98,275,044"
55892,CA,2019,1,s_corp,"-10,287,926"
55893,CA,2019,2,s_corp,"-114,188"
55894,CA,2019,3,s_corp,"107,157"
55895,CA,2019,4,s_corp,"700,275"
55896,CA,2019,5,s_corp,"1,158,237"
55897,CA,2019,6,s_corp,"1,492,026"
55898,CA,2019,7,s_corp,"7,316,193"
55899,CA,2019,8,s_corp,"20,938,759"
55900,CA,2019,9,s_corp,"19,645,037"
55901,CA,2019,10,s_corp,"57,319,474"
55902,CO,2019,0,s_corp,"14,719,948"
55903,CO,2019,1,s_corp,"-1,687,583"
55904,CO,2019,2,s_corp,"-21,833"
55905,CO,2019,3,s_corp,"19,934"
55906,CO,2019,4,s_corp,"151,824"
55907,CO,2019,5,s_corp,"316,691"
55908,CO,2019,6,s_corp,"408,947"
55909,CO,2019,7,s_corp,"1,978,576"
55910,CO,2019,8,s_corp,"4,288,633"
55911,CO,2019,9,s_corp,"3,218,747"
55912,CO,2019,10,s_corp,"6,046,012"
55913,CT,2019,0,s_corp,"7,758,163"
55914,CT,2019,1,s_corp,"-888,474"
55915,CT,2019,2,s_corp,"-16,272"
55916,CT,2019,3,s_corp,"10,755"
55917,CT,2019,4,s_corp,"64,260"
55918,CT,2019,5,s_corp,"91,564"
55919,CT,2019,6,s_corp,"118,572"
55920,CT,2019,7,s_corp,"611,048"
55921,CT,2019,8,s_corp,"1,830,008"
55922,CT,2019,9,s_corp,"1,794,432"
55923,CT,2019,10,s_corp,"4,142,270"
55924,DE,2019,0,s_corp,"1,758,981"
55925,DE,2019,1,s_corp,"-108,915"
55926,DE,2019,2,s_corp,"-1,779"
55927,DE,2019,3,s_corp,"4,372"
55928,DE,2019,4,s_corp,"19,046"
55929,DE,2019,5,s_corp,"28,782"
55930,DE,2019,6,s_corp,"36,314"
55931,DE,2019,7,s_corp,"165,956"
55932,DE,2019,8,s_corp,"385,437"
55933,DE,2019,9,s_corp,"369,911"
55934,DE,2019,10,s_corp,"859,857"
55935,DC,2019,0,s_corp,"2,750,764"
55936,DC,2019,1,s_corp,"-268,725"
55937,DC,2019,2,s_corp,"-2,283"
55938,DC,2019,3,s_corp,"-1,357"
55939,DC,2019,4,s_corp,"-1,964"
55940,DC,2019,5,s_corp,"8,501"
55941,DC,2019,6,s_corp,"10,142"
55942,DC,2019,7,s_corp,"65,431"
55943,DC,2019,8,s_corp,"335,080"
55944,DC,2019,9,s_corp,"647,134"
55945,DC,2019,10,s_corp,"1,958,805"
55946,FL,2019,0,s_corp,"62,153,296"
55947,FL,2019,1,s_corp,"-7,604,631"
55948,FL,2019,2,s_corp,"-62,895"
55949,FL,2019,3,s_corp,"346,439"
55950,FL,2019,4,s_corp,"1,108,886"
55951,FL,2019,5,s_corp,"1,392,043"
55952,FL,2019,6,s_corp,"1,509,815"
55953,FL,2019,7,s_corp,"5,681,592"
55954,FL,2019,8,s_corp,"11,755,862"
55955,FL,2019,9,s_corp,"10,429,456"
55956,FL,2019,10,s_corp,"37,596,729"
55957,GA,2019,0,s_corp,"21,460,006"
55958,GA,2019,1,s_corp,"-1,584,962"
55959,GA,2019,2,s_corp,"-26,876"
55960,GA,2019,3,s_corp,"42,765"
55961,GA,2019,4,s_corp,"221,545"
55962,GA,2019,5,s_corp,"371,751"
55963,GA,2019,6,s_corp,"444,264"
55964,GA,2019,7,s_corp,"1,977,921"
55965,GA,2019,8,s_corp,"4,844,355"
55966,GA,2019,9,s_corp,"4,408,679"
55967,GA,2019,10,s_corp,"10,760,564"
55968,HI,2019,0,s_corp,"2,055,040"
55969,HI,2019,1,s_corp,"-184,866"
55970,HI,2019,2,s_corp,"-1,445"
55971,HI,2019,3,s_corp,"5,208"
55972,HI,2019,4,s_corp,"20,473"
55973,HI,2019,5,s_corp,"38,432"
55974,HI,2019,6,s_corp,"56,523"
55975,HI,2019,7,s_corp,"266,970"
55976,HI,2019,8,s_corp,"589,031"
55977,HI,2019,9,s_corp,"407,097"
55978,HI,2019,10,s_corp,"857,617"
55979,ID,2019,0,s_corp,"4,337,815"
55980,ID,2019,1,s_corp,"-375,934"
55981,ID,2019,2,s_corp,"-6,078"
55982,ID,2019,3,s_corp,"12,729"
55983,ID,2019,4,s_corp,"66,657"
55984,ID,2019,5,s_corp,"115,620"
55985,ID,2019,6,s_corp,"144,557"
55986,ID,2019,7,s_corp,"625,786"
55987,ID,2019,8,s_corp,"1,228,215"
55988,ID,2019,9,s_corp,"779,028"
55989,ID,2019,10,s_corp,"1,747,235"
55990,IL,2019,0,s_corp,"24,901,629"
55991,IL,2019,1,s_corp,"-2,716,964"
55992,IL,2019,2,s_corp,"-38,274"
55993,IL,2019,3,s_corp,"69,805"
55994,IL,2019,4,s_corp,"428,301"
55995,IL,2019,5,s_corp,"492,278"
55996,IL,2019,6,s_corp,"525,331"
55997,IL,2019,7,s_corp,"2,231,863"
55998,IL,2019,8,s_corp,"5,573,341"
55999,IL,2019,9,s_corp,"5,397,449"
56000,IL,2019,10,s_corp,"12,938,499"
56001,IN,2019,0,s_corp,"11,510,469"
56002,IN,2019,1,s_corp,"-941,821"
56003,IN,2019,2,s_corp,"-14,246"
56004,IN,2019,3,s_corp,"7,257"
56005,IN,2019,4,s_corp,"90,355"
56006,IN,2019,5,s_corp,"167,052"
56007,IN,2019,6,s_corp,"248,886"
56008,IN,2019,7,s_corp,"1,237,466"
56009,IN,2019,8,s_corp,"2,851,287"
56010,IN,2019,9,s_corp,"2,425,894"
56011,IN,2019,10,s_corp,"5,438,339"
56012,IA,2019,0,s_corp,"5,502,397"
56013,IA,2019,1,s_corp,"-328,722"
56014,IA,2019,2,s_corp,"-4,684"
56015,IA,2019,3,s_corp,"6,656"
56016,IA,2019,4,s_corp,"54,465"
56017,IA,2019,5,s_corp,"99,571"
56018,IA,2019,6,s_corp,"151,084"
56019,IA,2019,7,s_corp,"722,594"
56020,IA,2019,8,s_corp,"1,473,893"
56021,IA,2019,9,s_corp,"1,046,225"
56022,IA,2019,10,s_corp,"2,281,315"
56023,KS,2019,0,s_corp,"5,811,027"
56024,KS,2019,1,s_corp,"-520,810"
56025,KS,2019,2,s_corp,"-8,335"
56026,KS,2019,3,s_corp,"1,201"
56027,KS,2019,4,s_corp,"33,089"
56028,KS,2019,5,s_corp,"78,674"
56029,KS,2019,6,s_corp,"114,081"
56030,KS,2019,7,s_corp,"632,783"
56031,KS,2019,8,s_corp,"1,449,933"
56032,KS,2019,9,s_corp,"1,170,176"
56033,KS,2019,10,s_corp,"2,860,235"
56034,KY,2019,0,s_corp,"5,248,177"
56035,KY,2019,1,s_corp,"-716,302"
56036,KY,2019,2,s_corp,"-4,143"
56037,KY,2019,3,s_corp,"12,534"
56038,KY,2019,4,s_corp,"67,438"
56039,KY,2019,5,s_corp,"114,363"
56040,KY,2019,6,s_corp,"142,959"
56041,KY,2019,7,s_corp,"718,823"
56042,KY,2019,8,s_corp,"1,583,847"
56043,KY,2019,9,s_corp,"1,126,718"
56044,KY,2019,10,s_corp,"2,201,940"
56045,LA,2019,0,s_corp,"7,669,864"
56046,LA,2019,1,s_corp,"-1,274,280"
56047,LA,2019,2,s_corp,"-14,337"
56048,LA,2019,3,s_corp,"9,047"
56049,LA,2019,4,s_corp,"44,500"
56050,LA,2019,5,s_corp,"112,123"
56051,LA,2019,6,s_corp,"144,142"
56052,LA,2019,7,s_corp,"791,753"
56053,LA,2019,8,s_corp,"2,032,014"
56054,LA,2019,9,s_corp,"1,823,760"
56055,LA,2019,10,s_corp,"4,001,142"
56056,ME,2019,0,s_corp,"2,063,344"
56057,ME,2019,1,s_corp,"-91,942"
56058,ME,2019,2,s_corp,"-4,258"
56059,ME,2019,3,s_corp,"3,308"
56060,ME,2019,4,s_corp,"28,356"
56061,ME,2019,5,s_corp,"49,210"
56062,ME,2019,6,s_corp,"68,374"
